Rating_class_encoded,Year_scaled,Sales_scaled,Radio_Plays_scaled
1,0.3613061573179918,-0.2947964607193744,0.43865261240591147
1,0.8168261667608437,2.197934447325284,2.7436755158570567
1,-0.3978938584200947,0.4849640135540406,-0.18124145060869987
2,0.7662128323783046,-0.6326487608057443,-0.7949342762385783
1,-0.2966671896550165,-0.46997913483823284,0.4884921869424698
1,0.2094661541703745,-0.34506818048531246,1.2289658657713354
1,-0.3472805240375556,-0.39775469901730004,-0.21615212033016004
1,0.8674395011433828,-0.5591071620215118,0.20530234637299363
1,-0.549733861567712,1.0719796408646012,1.707839197147943
1,1.525412848116391,-0.7626088398513134,-0.7545113955084666
1,0.46253282608307,1.3874401705748762,2.5571790433976775
1,-0.4991205271851729,-0.4794188027418806,-0.43687023613491793
2,1.3735728449687739,0.5611399382648724,0.15821887734076137
1,0.4119194917005309,-0.49127326941157784,0.9896440378123782
1,-0.0942138521248601,-0.0713178112795275,-0.5062322246604506
1,0.9180528355259219,1.7907115645051308,2.1086228725686533
1,-0.4485071928026338,-0.19117964093979908,0.3603332809913201
1,0.0070128166402181,-0.1968873471140977,-0.6449562017115159
1,-0.0942138521248601,-0.8113438694934019,-0.5186346994299168
1,-1.8150672211311896,-0.3204811385037183,-0.9152842165941383
1,1.2217328418211566,-0.4791992755813306,-0.65000906180278
1,0.9180528355259219,-0.6218919299387968,1.3086632499380897
1,-1.0052538710105638,-0.7309969287321209,-0.7430276225737757
1,-0.6509605303327902,-0.44670925581993837,-0.9152842165941383
1,0.2600794885529136,1.114348382850741,0.13525133147137958
1,-0.6003471959502511,-0.5681077756040596,0.7647917637511314
1,-0.1448271865073992,0.009029129481753363,-0.6463342544636789
1,1.2723461762036956,-0.8352723299933462,-0.7933265480277216
1,-0.4991205271851729,-0.6688707422964857,-0.6520761409310243
1,-1.055867205393103,1.3101666100612943,-0.06364761575746566
1,0.6649861636132264,-0.17164172365085364,1.2746712820514048
1,-0.549733861567712,-0.46932055335658296,-0.7868956351842947
1,-0.6509605303327902,-0.7037755608239274,-0.5962650044684269
0,1.3735728449687739,2.563886223962047,0.7133444610037165
1,1.474799513733852,-0.33453087677891497,0.3125607855830062
1,-0.9546405366280248,-0.5404473533747662,-0.9152842165941383
1,0.0070128166402181,-0.6688707422964857,-0.5062322246604506
1,1.474799513733852,-0.3121391064028204,-0.21063990932150845
1,-0.1448271865073992,0.5861660345675662,0.06405193927629647
1,-0.1448271865073992,-0.7808295941769591,-0.7868956351842947
1,-1.4101605460708766,-0.1808618643939514,-0.9152842165941383
1,-0.4991205271851729,0.6996615765718895,-0.5303481478233014
1,-1.4607738804534158,-0.4423187126089395,-0.9152842165941383
1,0.8674395011433828,-0.8005870386264544,0.39708135438233083
1,0.8674395011433828,2.1099040559447544,0.7806393704010048
1,-0.2460538552724774,0.9591426803419277,-0.11325751483533013
1,0.9180528355259219,-0.8545907201217416,0.1722290803210842
1,0.3613061573179918,-0.6469180262414909,1.8139492590644863
1,-0.7015738647153293,-0.8267107707318981,-0.9152842165941383
1,-0.1954405208899383,-0.05990239893093029,-0.7545113955084666
1,-0.043600517742321,-0.5237632891729701,-0.10958270749622906
1,-1.2583205429232593,-0.7549253892320652,-0.9152842165941383
1,-0.3472805240375556,0.029664682573448335,-0.4428417980609572
1,-0.8534138678629466,1.3268506742630906,0.8150906892050772
1,-0.549733861567712,2.3342608140268015,0.6699357993105851
2,0.5637594948481482,5.754274448234439,4.411808372350247
1,0.3106928229354527,0.08147309246323618,1.7011786088458223
1,-0.6003471959502511,-0.04870651374288291,0.731259146781834
1,0.0576261510227572,1.4798611051664043,-0.17917437148045554
1,-1.9669072242788068,-0.48271171015012976,-0.7949342762385783
1,1.0192795042910001,-0.8767629633372864,-0.6697611512504482
1,0.6649861636132264,-0.13849312240781156,-0.04090974534677786
1,0.5637594948481482,-0.19249680390309884,-0.6357691833637633
1,-0.6003471959502511,1.0436606371536579,2.4696726936353333
1,-0.3978938584200947,-0.49017563360882815,-0.647252956298454
1,1.2217328418211566,0.007931493679003842,0.10837930280420302
1,-0.3472805240375556,3.6105917254641984,2.9170804871708884
1,-2.675493905634354,-0.8008065657870044,-0.9152842165941383
1,-0.4485071928026338,-0.806294744800753,-0.7921781707342526
1,-0.3472805240375556,-0.8576641003694407,-0.6856087579003215
1,0.1588528197878354,-0.5641562867141605,-0.6504684127201675
1,0.6649861636132264,-0.6787494645212334,-0.7749525113322162
2,0.8674395011433828,0.8669412729109496,0.5592322282201654
1,-0.1954405208899383,0.2070426282978066,-0.4462869299413645
1,-0.549733861567712,-0.5465941138701647,-0.7889627143125391
1,0.6143728292306873,-0.7395584879935689,-0.1029221191941084
1,0.46253282608307,-0.1837157174811009,-0.513352163879959
1,-0.4991205271851729,0.22438527398125221,-0.5011793645691867
1,-1.9162938898962678,0.9786805976308731,-0.7963123289907411
1,0.10823948540529629,-0.6453813361176413,-0.7620906856453624
1,0.5637594948481482,-0.8359309114749959,1.092308967848514
1,-1.4607738804534158,-0.2871130101001262,-0.9152842165941383
2,1.0698928386735391,0.6952710333608904,1.092308967848514
1,-1.106480539775642,-0.8363699657960959,-0.9152842165941383
1,1.5760261824989301,-0.3472634520908119,-0.6242854104290725
1,0.3613061573179918,-0.37492387432010543,-0.016793822183927106
1,1.525412848116391,-0.6596506015533877,-0.3208841294945405
1,1.3735728449687739,-0.7204596250257234,1.2838583003991573
1,-0.4485071928026338,-0.865567078149239,-0.7545113955084666
